# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab ssu-align-results/ssu-align-results.tab --viterbi /vortexfs1/home/dgellermcgrath/.conda/envs/genex/share/ssu-align-0.1.1/ssu-align-0p1.cm all_genes.fa
# date:       Thu Jan 30 23:39:06 2020
# num seqs:   1666625
# dbsize(Mb): 3475.125818
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                  target coord   query coord                         
#                                                        ----------------------  ------------                         
# model name  target name                                     start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     MAG_38_5_42                                       598         605      1   1508     -0.19         -   38
  archaea     MAG_38_5_44                                       456         445      1   1508     -0.06         -   25
  archaea     MAG_38_5_46                                        81          71      1   1508      1.51         -   55
  archaea     MAG_38_5_49                                        49          62      1   1508     -0.72         -   43
  archaea     MAG_38_5_49                                       131         116      1   1508     -0.90         -   44
  archaea     MAG_38_5_50                                       481         458      1   1508     -0.79         -   33
  archaea     MAG_38_5_52                                       552         531      1   1508      0.02         -   64
  archaea     MAG_38_5_53                                        62          84      1   1508      0.52         -   48
  archaea     MAG_38_5_54                                       404         420      1   1508     -0.97         -   35
  archaea     MAG_38_5_55                                       664         675      1   1508      3.55         -   42
  archaea     MAG_38_5_55                                       359         343      1   1508      2.22         -   53
  archaea     MAG_38_5_56                                       162         152      1   1508      0.37         -   55
  archaea     MAG_38_5_57                                       354         362      1   1508     -0.28         -   33
  archaea     MAG_38_5_58                                       368         360      1   1508     -0.28         -   44
  archaea     MAG_38_5_60                                       211         202      1   1508     -0.83         -   50
  archaea     MAG_38_5_61                                        52          60      1   1508     -0.28         -   33
  archaea     MAG_38_5_63                                       474         462      1   1508     -0.63         -   38
  archaea     MAG_38_5_64                                       292         304      1   1508     -0.63         -   23
  archaea     MAG_38_5_64                                       727         720      1   1508     -0.19         -   38
  archaea     MAG_38_5_66                                       295         287      1   1508     -0.28         -   33
  archaea     MAG_38_5_67                                       430         440      1   1508      1.59         -   45
  archaea     MAG_38_5_67                                      1644        1632      1   1508     -0.71         -   38
  archaea     MAG_38_5_71                                       916         932      1   1508     -0.16         -   47
  archaea     MAG_38_5_75                                       832         817      1   1508     -0.69         -   44
  archaea     MAG_38_5_76                                      2752        2733      1   1508      2.84         -   30
  archaea     MAG_38_5_77                                       754         735      1   1508     -0.50         -   35
  archaea     MAG_38_5_78                                       160         167      1   1508     -0.66         -   50
  archaea     MAG_38_5_80                                       563         551      1   1508      5.51         -   54
  archaea     MAG_38_5_81                                       334         342      1   1508     -0.28         -   33
  archaea     MAG_38_5_82                                      1396        1410      1   1508     -0.81         -   27
  archaea     MAG_38_5_82                                       591         578      1   1508     -0.72         -   29
  archaea     MAG_38_5_84                                      1630        1637      1   1508     -0.19         -   38
  archaea     MAG_38_5_84                                       218         210      1   1508      1.76         -   44
  archaea     MAG_38_5_86                                       275         258      1   1508     -0.24         -   33
  archaea     MAG_38_5_89                                        58          68      1   1508      0.22         -   45
  archaea     MAG_38_5_91                                       747         712      1   1508     -0.43         -   47
  archaea     MAG_38_5_93                                       455         462      1   1508     -0.19         -   38
  archaea     MAG_38_5_101                                      191         138      1   1508      0.55         -   33
  archaea     MAG_38_5_106                                      162         146      1   1508      2.24         -   35
  archaea     MAG_38_5_107                                      873         851      1   1508      1.50         -   43
  archaea     MAG_38_5_108                                      985        1008      1   1508      0.43         -   46
  archaea     MAG_38_5_108                                      987         973      1   1508      3.05         -   53
  archaea     MAG_38_6_4                                        382         398      1   1508      5.15         -   47
  archaea     MAG_38_6_5                                         91          71      1   1508     -0.52         -   48
  archaea     MAG_38_6_6                                         28          52      1   1508     -0.03         -   32
  archaea     MAG_38_6_6                                        375         365      1   1508     -0.45         -   27
  archaea     MAG_38_6_7                                       1303        1291      1   1508      1.62         -   62
  archaea     MAG_38_6_10                                       581         590      1   1508     -0.37         -   30
  archaea     MAG_38_6_10                                       674         665      1   1508      3.13         -   50
  archaea     MAG_38_6_11                                       557         518      1   1508      0.17         -   45
  archaea     MAG_38_6_12                                       328         336      1   1508      1.76         -   44
  archaea     MAG_38_6_14                                        67          60      1   1508     -0.19         -   38
  archaea     MAG_38_6_15                                       308         288      1   1508      0.70         -   29
  archaea     MAG_38_6_21                                      1483        1499      1   1508     -0.99         -   41
  archaea     MAG_38_6_21                                       577         564      1   1508     -0.70         -   36
  archaea     MAG_38_6_22                                       365         356      1   1508     -0.37         -   30
  archaea     MAG_38_6_23                                       736         748      1   1508      1.41         -   38
  archaea     MAG_38_6_24                                       245         212      1   1508     -0.46         -   38
  archaea     MAG_38_6_30                                       613         627      1   1508     -0.81         -   33
  archaea     MAG_38_6_32                                       529         512      1   1508     -0.91         -   39
  archaea     MAG_38_6_35                                       142         134      1   1508     -0.28         -   33
  archaea     MAG_38_6_36                                      1311        1296      1   1508     -0.57         -   38
  archaea     MAG_38_6_37                                       144         134      1   1508     -0.90         -   45
  archaea     MAG_38_6_41                                       429         385      1   1508     -0.27         -   36
  archaea     MAG_38_6_42                                      1168        1158      1   1508     -0.45         -   36
  archaea     MAG_38_6_43                                      1012        1020      1   1508      1.18         -   44
  archaea     MAG_38_6_44                                       173         138      1   1508      1.44         -   42
  archaea     MAG_38_6_46                                       872         883      1   1508      1.50         -   33
  archaea     MAG_38_6_48                                      1373        1396      1   1508      3.64         -   42
  archaea     MAG_38_6_49                                      1148        1161      1   1508     -0.94         -   29
  archaea     MAG_38_6_49                                       641         617      1   1508      0.34         -   48
  archaea     MAG_38_6_50                                       520         491      1   1508      0.06         -   43
  archaea     MAG_38_6_57                                       110          99      1   1508     -0.54         -   33
  archaea     MAG_38_6_60                                       181         167      1   1508      1.23         -   47
  archaea     MAG_38_6_61                                       533         519      1   1508     -0.81         -   40
  archaea     MAG_38_6_64                                       487         495      1   1508      1.76         -   44
  archaea     MAG_38_6_64                                       956         939      1   1508      3.02         -   50
  archaea     MAG_38_6_65                                       153         142      1   1508     -0.70         -   33
  archaea     MAG_38_6_67                                       453         444      1   1508     -0.37         -   40
  archaea     MAG_38_6_71                                        86          65      1   1508      3.65         -   36
  archaea     MAG_38_6_72                                       676         653      1   1508      2.49         -   58
  archaea     MAG_38_6_76                                      1041        1052      1   1508      3.55         -   33
  archaea     MAG_38_6_76                                       176         168      1   1508     -0.28         -   33
  archaea     MAG_38_7_1                                        249         258      1   1508      0.46         -   50
  archaea     MAG_38_7_1                                        878         861      1   1508      1.82         -   33
  archaea     MAG_38_7_3                                       1149        1131      1   1508      0.87         -   47
  archaea     MAG_38_7_5                                        206         221      1   1508     -0.90         -   38
  archaea     MAG_38_7_6                                        715         736      1   1508      0.61         -   55
  archaea     MAG_38_7_6                                       1071        1064      1   1508     -0.19         -   38
  archaea     MAG_38_7_8                                        248         237      1   1508     -0.54         -   33
  archaea     MAG_38_7_10                                       348         360      1   1508      1.18         -   38
  archaea     MAG_38_7_10                                       994         981      1   1508     -0.16         -   57
  archaea     MAG_38_7_14                                       501         512      1   1508     -0.54         -   33
  archaea     MAG_38_7_16                                       743         755      1   1508      0.52         -   38
  archaea     MAG_38_7_16                                       782         773      1   1508     -0.16         -   40
  archaea     MAG_38_7_18                                       127         117      1   1508     -0.45         -   36
  archaea     MAG_38_7_20                                       520         501      1   1508      0.20         -   50
  archaea     MAG_38_7_22                                       421         414      1   1508     -0.19         -   38
  archaea     MAG_38_7_24                                       121         132      1   1508     -0.52         -   33
  archaea     MAG_38_7_24                                        20           4      1   1508     -0.99         -   29
  archaea     MAG_38_7_25                                       619         609      1   1508      0.93         -   45
  archaea     MAG_38_7_27                                      1005         996      1   1508     -0.37         -   30
  archaea     MAG_38_7_28                                       142         128      1   1508     -0.81         -   40
  archaea     MAG_38_7_30                                       378         369      1   1508     -0.37         -   40
  archaea     MAG_38_7_31                                       575         561      1   1508      2.84         -   53
  archaea     MAG_38_7_33                                       434         422      1   1508     -0.63         -   31
  archaea     MAG_38_7_37                                       460         468      1   1508     -0.28         -   44
  archaea     MAG_38_7_37                                        47          39      1   1508     -0.28         -   33
  archaea     MAG_38_7_38                                       627         636      1   1508     -0.37         -   30
  archaea     MAG_38_7_38                                       707         689      1   1508      0.47         -   32
  archaea     MAG_38_7_39                                        71          42      1   1508      1.59         -   40
  archaea     MAG_38_7_41                                      1368        1832      1   1508      0.92         -   42
  archaea     MAG_38_7_41                                       473          89      1   1508     -0.17         -   42
  archaea     MAG_38_7_43                                       621         612      1   1508      0.46         -   50
  archaea     MAG_38_7_46                                      1061        1053      1   1508     -0.28         -   33
  archaea     MAG_38_7_48                                       808         839      1   1508      1.77         -   47
  archaea     MAG_38_7_48                                      1374        1352      1   1508      0.15         -   35
  archaea     MAG_38_7_50                                       163         192      1   1508     -0.10         -   40
  archaea     MAG_38_7_50                                       600         573      1   1508      0.07         -   43
  archaea     MAG_38_7_51                                      1528        1521      1   1508     -0.19         -   38
  archaea     MAG_38_7_54                                       696         705      1   1508     -0.37         -   30
  archaea     MAG_38_7_56                                       563         543      1   1508      2.92         -   29
  archaea     MAG_38_7_59                                       394         382      1   1508     -0.42         -   54
  archaea     MAG_38_8_2                                        478         295      1   1508      1.44         -   30
  archaea     MAG_38_8_4                                        673         663      1   1508      1.59         -   45
  archaea     MAG_38_8_6                                        517         528      1   1508     -0.54         -   33
  archaea     MAG_38_8_7                                         76          61      1   1508      1.35         -   56
  archaea     MAG_38_8_8                                        413         389      1   1508     -0.88         -   52
  archaea     MAG_38_8_9                                        935         919      1   1508      2.22         -   41
  archaea     MAG_38_8_12                                       173         156      1   1508     -0.87         -   61
  archaea     MAG_38_8_13                                       153         136      1   1508     -0.25         -   50
  archaea     MAG_38_8_17                                       191         174      1   1508     -0.32         -   44
  archaea     MAG_38_8_18                                        82          95      1   1508     -0.72         -   36
  archaea     MAG_38_8_18                                       486         473      1   1508      1.10         -   36
  archaea     MAG_38_8_19                                       506         493      1   1508     -0.72         -   36
  archaea     MAG_38_8_20                                       210         227      1   1508      2.13         -   33
  archaea     MAG_38_8_21                                       200         186      1   1508     -0.81         -   40
  archaea     MAG_38_8_23                                      1156        1164      1   1508      1.76         -   44
  archaea     MAG_38_8_23                                      1496        1041      1   1508     -0.26         -   41
  archaea     MAG_38_8_25                                       143         133      1   1508      1.79         -   45
  archaea     MAG_38_8_27                                       916         925      1   1508      1.67         -   50
  archaea     MAG_38_8_28                                       686         693      1   1508     -0.19         -   38
  archaea     MAG_38_8_28                                       731         300      1   1508      0.33         -   42
  archaea     MAG_38_8_29                                       368         383      1   1508     -0.90         -   38
  archaea     MAG_38_8_30                                       123         137      1   1508     -0.81         -   40
  archaea     MAG_38_8_33                                       209         195      1   1508     -0.60         -   47
  archaea     MAG_38_8_40                                       292         314      1   1508      0.52         -   43
  archaea     MAG_38_8_42                                       565         572      1   1508     -0.66         -   50
  archaea     MAG_38_8_42                                      1177        1167      1   1508      0.37         -   64
  archaea     MAG_38_8_43                                      1071        1047      1   1508      0.34         -   48
  archaea     MAG_38_8_45                                       766         803      1   1508      2.91         -   37
  archaea     MAG_38_8_46                                         9          41      1   1508      0.80         -   42
  archaea     MAG_38_8_46                                       674         667      1   1508     -0.66         -   50
  archaea     MAG_38_8_47                                       139         150      1   1508     -0.38         -   33
  archaea     MAG_38_8_52                                        95         106      1   1508     -0.54         -   42
  archaea     MAG_38_8_55                                       140         132      1   1508     -0.28         -   44
  archaea     MAG_38_8_56                                       117          92      1   1508      1.09         -   42
  archaea     MAG_38_8_60                                       761         752      1   1508      0.65         -   50
  archaea     MAG_38_8_61                                       172         134      1   1508      0.55         -   56
  archaea     MAG_38_8_62                                       823         810      1   1508     -0.72         -   21
  archaea     MAG_38_8_63                                       222         230      1   1508      1.76         -   44
  archaea     MAG_38_8_63                                       412         399      1   1508      0.10         -   43
  archaea     MAG_38_8_68                                       467         456      1   1508      1.66         -   33
  archaea     MAG_38_8_69                                       265         258      1   1508     -0.19         -   38
  archaea     MAG_38_8_70                                       546         534      1   1508     -0.42         -   46
  archaea     MAG_38_8_74                                       484         477      1   1508     -0.19         -   38
  archaea     MAG_38_8_75                                        56         438      1   1508     -0.44         -   36
  archaea     MAG_38_8_76                                       602         591      1   1508      3.55         -   33
  archaea     MAG_38_9_1                                        647         630      1   1508     -0.25         -   56
  archaea     MAG_38_9_2                                        810         795      1   1508      1.14         -   44
  archaea     MAG_38_9_3                                       1643        1629      1   1508     -0.05         -   53
  archaea     MAG_38_9_8                                       1151        1142      1   1508      1.67         -   40
  archaea     MAG_38_9_11                                        19           5      1   1508     -0.81         -   40
  archaea     MAG_38_9_13                                       242         231      1   1508      0.28         -   58
  archaea     MAG_38_9_14                                       340         351      1   1508      1.50         -   33
  archaea     MAG_38_9_14                                       488         477      1   1508     -0.54         -   33
  archaea     MAG_38_9_15                                       744         729      1   1508      3.20         -   38
  archaea     MAG_38_9_16                                       980         999      1   1508      2.84         -   45
  archaea     MAG_38_9_16                                       160         150      1   1508      3.89         -   55
  archaea     MAG_38_9_18                                      1152        1142      1   1508      0.29         -   55
  archaea     MAG_38_9_19                                       478         465      1   1508     -0.72         -   29
  archaea     MAG_38_9_20                                       854         872      1   1508      0.87         -   37
  archaea     MAG_38_9_22                                      1662        1676      1   1508     -0.81         -   53
  archaea     MAG_38_9_22                                      1020        1013      1   1508     -0.19         -   38
  archaea     MAG_38_9_23                                       369         354      1   1508     -0.08         -   63
  archaea     MAG_38_9_24                                        49          62      1   1508     -0.72         -   29
  archaea     MAG_38_9_24                                        51          36      1   1508      0.71         -   38
  archaea     MAG_38_9_26                                       217         180      1   1508      2.00         -   39
  archaea     MAG_38_9_27                                       752         762      1   1508     -0.45         -   45
  archaea     MAG_38_9_29                                       417         401      1   1508     -0.99         -   29
  archaea     MAG_38_9_30                                       681         666      1   1508      0.35         -   38
  archaea     MAG_38_9_32                                       561         257      1   1508      1.80         -   45
  archaea     MAG_38_9_35                                       438         412      1   1508     -0.08         -   41
  archaea     MAG_38_9_36                                       837         830      1   1508     -0.19         -   38
  archaea     MAG_38_9_39                                       759         786      1   1508      2.13         -   39
  archaea     MAG_38_9_40                                       903         894      1   1508     -0.37         -   40
  archaea     MAG_38_9_42                                        89         102      1   1508     -0.72         -   50
  archaea     MAG_38_9_43                                      1765        1776      1   1508     -0.54         -   33
  archaea     MAG_38_9_45                                       617         627      1   1508     -0.45         -   27
  archaea     MAG_38_9_46                                       567         549      1   1508     -0.34         -   42
  archaea     MAG_38_9_47                                       166         193      1   1508      0.07         -   39
  archaea     MAG_38_9_49                                      1004         996      1   1508     -0.28         -   44
  archaea     MAG_38_9_51                                       955         963      1   1508     -0.28         -   44
  archaea     MAG_38_9_51                                       341         332      1   1508      3.73         -   40
  archaea     MAG_38_10_2                                       117          97      1   1508      0.70         -   52
  archaea     MAG_38_10_3                                       958         971      1   1508      2.10         -   36
  archaea     MAG_38_10_5                                       624         115      1   1508     -0.88         -   42
  archaea     MAG_38_10_10                                      356         339      1   1508      0.98         -   28
  archaea     MAG_38_10_17                                      251         242      1   1508     -0.37         -   30
  archaea     MAG_38_10_18                                      247         225      1   1508      0.52         -   43
  archaea     MAG_38_10_21                                      133         144      1   1508     -0.54         -   58
  archaea     MAG_38_10_22                                      197         179      1   1508     -1.00         -   37
  archaea     MAG_38_10_25                                      198         212      1   1508     -0.81         -   53
  archaea     MAG_38_10_26                                      291         281      1   1508     -0.45         -   36
  archaea     MAG_38_10_27                                      156         144      1   1508     -0.63         -   31
  archaea     MAG_38_10_28                                     1001         987      1   1508     -0.81         -   47
  archaea     MAG_38_10_29                                     1251        1242      1   1508     -0.37         -   40
  archaea     MAG_38_10_31                                      692         684      1   1508      0.55         -   56
  archaea     MAG_38_10_32                                      281         306      1   1508      5.17         -   58
  archaea     MAG_38_10_33                                      622         606      1   1508     -0.99         -   29
  archaea     MAG_38_10_34                                      331         641      1   1508     -0.62         -   38
  archaea     MAG_38_10_35                                     1239        1252      1   1508      3.38         -   36
  archaea     MAG_38_10_38                                      188         215      1   1508      2.32         -   46
  archaea     MAG_38_10_38                                      656         648      1   1508     -0.28         -   44
  archaea     MAG_38_10_39                                     1070        1055      1   1508     -0.90         -   50
  archaea     MAG_38_10_40                                      320         336      1   1508      1.60         -   47
  archaea     MAG_38_10_47                                     1592        1584      1   1508     -0.28         -   44
  archaea     MAG_38_10_48                                      456         443      1   1508      3.39         -   36
  archaea     MAG_38_10_50                                      209         225      1   1508     -0.99         -   47
  archaea     MAG_38_10_51                                     1707        1725      1   1508      0.89         -   42
  archaea     MAG_38_10_51                                     1471        1436      1   1508     -0.64         -   44
  archaea     MAG_38_11_1                                       123         113      1   1508     -0.45         -   27
  archaea     MAG_38_11_2                                       470         480      1   1508     -0.45         -   45
  archaea     MAG_38_11_2                                       471         455      1   1508     -0.99         -   41
  archaea     MAG_38_11_6                                       274         267      1   1508     -0.19         -   38
  archaea     MAG_38_11_8                                       386         374      1   1508     -0.63         -   31
  archaea     MAG_38_11_9                                      1821        1807      1   1508     -0.60         -   33
  archaea     MAG_38_11_10                                      149         186      1   1508     -0.82         -   42
  archaea     MAG_38_11_13                                      285         294      1   1508     -0.37         -   40
  archaea     MAG_38_11_13                                      774         762      1   1508      1.41         -   38
  archaea     MAG_38_11_14                                      302         309      1   1508     -0.19         -   38
  archaea     MAG_38_11_14                                      431         417      1   1508      1.23         -   47
  archaea     MAG_38_11_15                                      387         375      1   1508      1.41         -   31
  archaea     MAG_38_11_16                                     1498        1474      1   1508      1.51         -   40
  archaea     MAG_38_11_19                                      451         444      1   1508     -0.19         -   38
  archaea     MAG_38_11_21                                      265         276      1   1508     -0.54         -   50
  archaea     MAG_38_11_32                                      451         444      1   1508     -0.19         -   38
  archaea     MAG_38_11_33                                      344         351      1   1508     -0.66         -   50
  archaea     MAG_38_11_33                                       96          65      1   1508     -0.28         -   41
  archaea     MAG_38_11_34                                      668         659      1   1508     -0.37         -   30
  archaea     MAG_38_11_35                                      119         105      1   1508      1.23         -   40
  archaea     MAG_38_11_37                                      336         324      1   1508     -0.63         -   31
  archaea     MAG_38_11_39                                      435         390      1   1508      1.17         -   39
  archaea     MAG_38_11_41                                      209         192      1   1508      0.70         -   56
  archaea     MAG_38_11_43                                      751         763      1   1508      0.45         -   46
  archaea     MAG_38_11_43                                      345         332      1   1508     -0.72         -   43
  archaea     MAG_38_11_44                                      849         840      1   1508     -0.37         -   30
  archaea     MAG_38_11_45                                      405         414      1   1508     -0.37         -   30
  archaea     MAG_38_11_47                                       87          59      1   1508      6.12         -   52
  archaea     MAG_38_11_48                                      620         612      1   1508     -0.28         -   44
  archaea     MAG_38_11_49                                      515         500      1   1508     -0.73         -   25
  archaea     MAG_38_11_51                                      919         912      1   1508     -0.19         -   38
  archaea     MAG_38_11_52                                      777         791      1   1508     -0.81         -   53
  archaea     MAG_38_12_1                                       292         270      1   1508      0.52         -   35
  archaea     MAG_38_12_2                                       945         920      1   1508     -0.18         -   46
  archaea     MAG_38_12_4                                       156         168      1   1508     -0.63         -   38
  archaea     MAG_38_12_6                                       116         100      1   1508      1.01         -   53
  archaea     MAG_38_12_7                                       488         472      1   1508      2.22         -   35
  archaea     MAG_38_12_8                                       544         551      1   1508     -0.66         -   50
  archaea     MAG_38_12_9                                      1003        1020      1   1508      5.06         -   44
  archaea     MAG_38_12_9                                       412         405      1   1508     -0.19         -   38
  archaea     MAG_38_12_10                                      391         401      1   1508     -0.43         -   36
  archaea     MAG_38_12_10                                      860         848      1   1508      1.41         -   46
  archaea     MAG_38_12_11                                      637         644      1   1508     -0.19         -   38
  archaea     MAG_38_12_12                                      563         552      1   1508     -0.54         -   42
  archaea     MAG_38_12_15                                      902         893      1   1508      0.46         -   60
  archaea     MAG_38_12_16                                      860         843      1   1508      0.52         -   56
  archaea     MAG_38_12_18                                      364         374      1   1508     -0.45         -   36
  archaea     MAG_38_12_19                                      467         450      1   1508      3.02         -   50
  archaea     MAG_38_12_20                                      227         207      1   1508      2.39         -   33
  archaea     MAG_38_12_21                                      175         183      1   1508     -0.07         -   44
  archaea     MAG_38_12_21                                      560         531      1   1508      0.75         -   37
  archaea     MAG_38_12_22                                       83          68      1   1508     -0.08         -   38
  archaea     MAG_38_12_23                                     2047        2037      1   1508      1.59         -   55
  archaea     MAG_38_12_24                                      307         282      1   1508      3.13         -   46
  archaea     MAG_38_12_28                                       99          92      1   1508     -0.19         -   38
  archaea     MAG_38_12_30                                      306         276      1   1508      2.03         -   35
  archaea     MAG_38_12_31                                      166         504      1   1508     -0.05         -   42
  archaea     MAG_38_12_33                                       23          13      1   1508      0.70         -   45
  archaea     MAG_38_12_34                                      277         284      1   1508     -0.66         -   50
  archaea     MAG_38_12_34                                      814         788      1   1508      1.97         -   48
  archaea     MAG_38_12_36                                      149         120      1   1508     -0.10         -   37
  archaea     MAG_38_12_37                                     1298        1271      1   1508      1.76         -   39
  archaea     MAG_38_12_40                                     1403        1390      1   1508      0.43         -   43
  archaea     MAG_38_12_41                                      711         738      1   1508     -0.81         -   46
  archaea     MAG_38_12_43                                      140         108      1   1508     -0.35         -   39
  archaea     MAG_38_12_44                                      582         557      1   1508      0.25         -   42
  archaea     MAG_38_13_1                                       376         387      1   1508      4.57         -   42
  archaea     MAG_38_13_2                                       130         156      1   1508      0.16         -   41
  archaea     MAG_38_13_2                                        80          63      1   1508      0.98         -   44
  archaea     MAG_38_13_3                                       766         776      1   1508     -0.45         -   27
  archaea     MAG_38_13_4                                       817         804      1   1508      0.10         -   57
  archaea     MAG_38_13_9                                       271         261      1   1508     -0.45         -   36
  archaea     MAG_38_13_10                                      143         132      1   1508     -0.54         -   25
  archaea     MAG_38_13_11                                      208         228      1   1508      0.70         -   48
  archaea     MAG_38_13_15                                     1240        1217      1   1508      0.43         -   42
  archaea     MAG_38_13_19                                      188         168      1   1508      2.39         -   38
  archaea     MAG_38_13_21                                      747         740      1   1508     -0.19         -   38
  archaea     MAG_38_13_22                                      726         698      1   1508     -0.02         -   55
  archaea     MAG_38_13_23                                      358         376      1   1508      0.87         -   53
  archaea     MAG_38_13_23                                      694         662      1   1508     -0.37         -   48
  archaea     MAG_38_13_24                                      258         251      1   1508     -0.19         -   38
  archaea     MAG_38_13_30                                      853         861      1   1508     -0.07         -   44
  archaea     MAG_38_13_30                                      464         451      1   1508      0.31         -   64
  archaea     MAG_38_13_31                                      775         793      1   1508      3.12         -   37
  archaea     MAG_38_13_32                                       21          35      1   1508      0.80         -   40
  archaea     MAG_38_13_32                                      307         294      1   1508      0.95         -   43
  archaea     MAG_38_13_33                                      477         465      1   1508      1.41         -   31
  archaea     MAG_38_13_34                                      269         254      1   1508     -0.90         -   44
  archaea     MAG_38_13_37                                      560         549      1   1508     -0.54         -   42
  archaea     MAG_38_13_39                                      266         231      1   1508      3.46         -   44
  archaea     MAG_38_13_40                                      273         284      1   1508     -0.54         -   42
  archaea     MAG_38_13_45                                       59          68      1   1508     -0.37         -   30
  archaea     MAG_38_13_46                                      243         251      1   1508     -0.28         -   33
  archaea     MAG_38_13_47                                      280         288      1   1508      1.76         -   44
  archaea     MAG_38_13_47                                      593         570      1   1508      1.29         -   38
  archaea     MAG_38_13_48                                       76          88      1   1508      0.52         -   46
  archaea     MAG_38_13_49                                      215         198      1   1508      1.54         -   39
  archaea     MAG_38_13_52                                      282         291      1   1508     -0.37         -   40
  archaea     MAG_38_13_52                                      760         749      1   1508      0.28         -   50
  archaea     MAG_38_13_53                                      257         249      1   1508      1.76         -   44
  archaea     MAG_38_13_54                                       51          35      1   1508     -0.99         -   41
  archaea     MAG_38_13_55                                      140         163      1   1508      0.43         -   33
  archaea     MAG_38_13_57                                       27          20      1   1508     -0.19         -   38
  archaea     MAG_38_13_59                                      296         285      1   1508     -0.54         -   42
  archaea     MAG_38_14_1                                        67          86      1   1508      0.79         -   35
  archaea     MAG_38_14_3                                       294         270      1   1508      0.36         -   40
  archaea     MAG_38_14_10                                      283         276      1   1508     -0.19         -   38
  archaea     MAG_38_14_11                                      368         279      1   1508      1.35         -   47
  archaea     MAG_38_14_14                                      487         480      1   1508     -0.66         -   50
  archaea     MAG_38_14_15                                     3466        3496      1   1508      2.69         -   52
  archaea     MAG_38_14_15                                     2933        2910      1   1508      0.43         -   54
  archaea     MAG_38_14_16                                     2991        2999      1   1508     -0.28         -   44
  archaea     MAG_38_14_16                                      889         861      1   1508     -0.02         -   34
  archaea     MAG_38_14_18                                      396         427      1   1508      1.77         -   38
  archaea     MAG_38_14_18                                      644         630      1   1508     -0.79         -   27
  archaea     MAG_38_14_19                                      239         255      1   1508     -0.92         -   53
  archaea     MAG_38_14_20                                      305         296      1   1508     -0.37         -   30
  archaea     MAG_38_14_21                                     1734        1752      1   1508     -0.96         -   42
  archaea     MAG_38_14_21                                     1053        1041      1   1508     -0.63         -   31
  archaea     MAG_38_14_23                                      690         709      1   1508      4.88         -   45
  archaea     MAG_38_14_23                                      834         821      1   1508      1.32         -   36
  archaea     MAG_38_14_25                                      410         392      1   1508      0.87         -   47
  archaea     MAG_38_14_26                                      638         623      1   1508      0.71         -   38
  archaea     MAG_38_14_27                                      373         387      1   1508     -0.79         -   33
  archaea     MAG_38_14_28                                      134         123      1   1508     -0.54         -   50
  archaea     MAG_38_14_33                                      341         333      1   1508     -0.28         -   33
  archaea     MAG_38_14_34                                      500         488      1   1508     -0.63         -   46
  archaea     MAG_38_14_35                                     1156        1127      1   1508     -0.10         -   43
  archaea     MAG_38_14_36                                      388         399      1   1508     -0.54         -   33
  archaea     MAG_38_15_1                                       564         533      1   1508     -0.28         -   41
  archaea     MAG_38_15_2                                       934         909      1   1508     -0.96         -   54
  archaea     MAG_38_15_3                                        89         102      1   1508     -0.72         -   50
  archaea     MAG_38_15_3                                       490         461      1   1508      0.10         -   40
  archaea     MAG_38_15_4                                        80          54      1   1508      0.18         -   48
  archaea     MAG_38_15_10                                      131         108      1   1508     -0.79         -   54
  archaea     MAG_38_15_11                                      156         142      1   1508     -0.97         -   33
  archaea     MAG_38_15_15                                      422         413      1   1508      0.79         -   40
  archaea     MAG_38_15_16                                     1726        1738      1   1508      1.46         -   54
  archaea     MAG_38_15_16                                     1053        1019      1   1508     -0.55         -   40
  archaea     MAG_38_15_18                                      156         142      1   1508     -0.97         -   33
  archaea     MAG_38_15_20                                      451         440      1   1508      1.50         -   33
  archaea     MAG_38_15_21                                      179         189      1   1508      1.59         -   36
  archaea     MAG_38_15_22                                      629         621      1   1508     -0.28         -   33
  archaea     MAG_38_15_23                                      673         681      1   1508     -0.28         -   33
  archaea     MAG_38_15_24                                      245         237      1   1508     -0.28         -   33
  archaea     MAG_38_15_25                                      362         345      1   1508     -0.62         -   44
  archaea     MAG_38_15_27                                     1992        2001      1   1508     -0.37         -   40
  archaea     MAG_38_15_27                                     1917        1910      1   1508     -0.19         -   38
